Player Full Name,PlayersID,Birth Date,Year Start,Year End,POS,Height (ft),Height (in),Height (cm),HeightwithoutShoes,Wingspan (cm),Standing Reach (cm),Hand Length (inches),Hand Lenght(cm),Hand Width (inches),Hand Width (cm),Weight (lb),Weight (kg),Body Fat (%),College,LaneAgilityTime_sec,ShuttleRun_sec,3quartersprint_sec,StandingVerticalLeap_inches,MaxVerticalLeap_inches,MaxBenchPress_reps,StandingVerticalLeap_cm,MaxVerticalLeap_cm
David Wingate,3676,15/12/1963,1987,2001,G-F,6,5,195.58,192.58,,,,,,,185,83.91458845,,Georgetown University,,,,,,,,
David Wood,3677,30/11/1964,1989,1997,F,6,9,205.74,202.74,,,,,,,227,102.965468,,"University of Nevada, Reno",,,,,,,,
Davon Jefferson,3678,,,,SF,6,6.5,199,196,206,267,,,,0,213,96.61517481,0.12,,12.02,,3.36,27,32,2,68.58,
Dean Garrett,3679,27/11/1966,1997,2002,C,6,10,208.28,205.28,,,,,,,225,102.0582833,,Indiana University,,,,,,,,
Dean Meminger,3680,13/05/1948,1972,1977,G,6,0,182.88,179.88,,,,,,,175,79.37866475,,Marquette University,,,,,,,,
Dean Oliver,3681,05/11/1978,2002,2003,G,5,11,180.34,177.34,,,,,,,180,81.6466266,,University of Iowa,,,,,,,,
Dean Tolson,3682,25/11/1951,1975,1978,F,6,8,203.2,200.2,,,,,,,190,86.1825503,,University of Arkansas,,,,,,,,
DeAndre Daniels,3683,,,,SF,6,8.5,204,202,220,271,9.249999991,23.495,,26.67,196,88.90410452,0.0385,,11.46,3.04,3.44,26.5,32,,67.31,
De'Anthony Melton,3684,,,,PG,6,3.75,192,189,204,253,8.499999991,21.59,,24.13,193.2,87.63404588,0.052,,11.48,3.33,3.23,31,36.5,1,78.74,92.71
Deb Smith,3685,07/01/1920,1947,1947,F,6,3,190.5,187.5,,,,,,,180,81.6466266,,University of Utah,,,,,,,,
Dedric Willoughby,3686,27/05/1974,2000,2000,G-F,6,3,190.5,187.5,,,,,,,180,81.6466266,,Iowa State University,,,,,,,,
Dee Brown Sr.,3687,29/11/1968,1991,2002,G,6,1,185.42,180,187.96,238.76,,,,0,160,81.19303423,,Jacksonville University,,,,,,,,
Dee Gibson,3688,25/08/1923,1950,1950,F-G,5,11,180.34,177.34,,,,,,,175,79.37866475,,Western Kentucky University,,,,,,,,
DeJuan Wheat,3689,14/10/1973,1998,1999,G,6,0,182.88,179.88,,,,,,,165,74.84274105,,University of Louisville,,,,,,,,
Del Beshore,3690,29/11/1956,1979,1980,G,5,11,180.34,177.34,,,,,,,165,74.84274105,,California University of Pennslyvania,,,,,,,,
Delaney Rudd,3691,08/11/1962,1990,1993,G,6,2,187.96,184.96,,,,,,,180,81.6466266,,Wake Forest University,,,,,,,,
Dell Curry,3692,25/06/1964,1987,2002,G,6,4,193.04,190.04,,,,,,,190,86.1825503,,Virginia Polytechnic Institute and State University,,,,,,,,
Dell Demps,3693,12/02/1970,1994,1997,G,6,3,190.5,187.5,,,,,,,205,92.98643585,,University of the Pacific,,,,,,,,
DeMarco Johnson,3694,06/10/1975,2000,2000,F,6,9,205.74,202.74,,,,,,,245,111.1301307,,University of North Carolina at Charlotte,,,,,,,,
DeMarcus Minor,3695,,,,SG,6,4.75,195,192,204,253,,,,0,207,93.89362059,0.067,,10.57,,3.15,29,41,9,73.66,104.14
Demetri McCamey,3696,,,,PG,6,3.75,192,188,199,253,8.499999991,21.59,,22.86,204,92.53284348,0.061,,11.55,,3.19,27,33,,68.58,
Demetrius Calip,3697,18/11/1969,1992,1992,G,6,1,185.42,182.42,,,,,,,165,74.84274105,,University of Michigan,,,,,,,,
Demetrius Porter,3698,,,,PG,6,0,183,180,190,239,,,,0,178,80.73944186,0.124,,11.5,,3.34,26,31,5,66.04,
Denham Brown,3699,,,,SG,6,4.75,195,194,206,260,,,,0,218,98.88313666,0.09,,11.42,,3.25,28,34.5,12,71.12,87.63
Dennis Awtrey,3700,22/02/1948,1971,1982,C,6,10,208.28,205.28,,,,,,,235,106.594207,,Santa Clara University,,,,,,,,
Dennis Bell,3701,02/06/1951,1974,1976,F,6,5,195.58,192.58,,,,,,,185,83.91458845,,Drake University,,,,,,,,
Dennis Boyd,3702,21/05/1954,1979,1979,G,6,1,185.42,182.42,,,,,,,175,79.37866475,,University of Detroit Mercy,,,,,,,,
Dennis DuVal,3703,31/03/1952,1975,1976,G,6,3,190.5,187.5,,,,,,,175,79.37866475,,Syracuse University,,,,,,,,
Dennis Grey,3704,26/08/1947,1969,1970,C-F,6,8,203.2,200.2,,,,,,,215,97.52235955,,California Western Uiversity,,,,,,,,
Dennis Hamilton,3705,08/05/1944,1968,1971,F,6,8,203.2,200.2,,,,,,,210,95.2543977,,Arizona State University,,,,,,,,
Dennis Holman,3706,08/10/1945,1968,1968,G,6,3,190.5,187.5,,,,,,,175,79.37866475,,Southern Methodist University,,,,,,,,
Dennis Hopson,3707,22/04/1965,1988,1992,G-F,6,5,195.58,192.58,,,,,,,200,90.718474,,Ohio State University,,,,,,,,
Dennis Johnson,3708,18/09/1954,1977,1990,G,6,4,193.04,190.04,,,,,,,185,83.91458845,,Pepperdine University,,,,,,,,
Dennis Nutt,3709,25/03/1963,1987,1987,G,6,2,187.96,184.96,,,,,,,170,77.1107029,,Texas Christian University,,,,,,,,
Dennis Rodman,3710,13/05/1961,1987,2000,F,6,7,200.66,197.66,,,,,,,210,95.2543977,,Southeastern Oklahoma State University,,,,,,,,
Dennis Scott,3711,05/09/1968,1991,2000,F,6,8,203.2,200.2,,,,,,,229,103.8726527,,Georgia Institute of Technology,,,,,,,,
Dennis Stewart,3712,11/04/1947,1971,1971,F,6,6,198.12,195.12,,,,,,,220,99.7903214,,University of Michigan,,,,,,,,
Dennis Van Zant,3713,01/06/1952,1976,1976,F,6,9,205.74,202.74,,,,,,,210,95.2543977,,Azusa Pacific University,,,,,,,,
Dennis Wuycik,3714,29/03/1950,1973,1975,F,6,6,198.12,195.12,,,,,,,215,97.52235955,,University of North Carolina,,,,,,,,
Derek Grimm,3715,03/08/1974,1998,1998,F,6,9,205.74,202.74,,,,,,,230,104.3262451,,University of Missouri,,,,,,,,
Derek Harper,3716,13/10/1961,1984,1999,G,6,4,193.04,190.04,,,,,,,185,83.91458845,,University of Illinois at Urbana-Champaign,,,,,,,,
Derek Smith,3717,01/11/1961,1983,1991,G-F,6,6,198.12,195.12,,,,,,,205,92.98643585,,University of Louisville,,,,,,,,
Derek Strong,3718,09/02/1968,1992,2001,F,6,8,203.2,200.2,,,,,,,220,99.7903214,,Xavier University,,,,,,,,
Dermie O'Connell,3719,13/04/1928,1949,1950,G,6,0,182.88,179.88,,,,,,,174,78.92507238,,College of the Holy Cross,,,,,,,,
Derrek Dickey,3720,20/03/1951,1974,1978,F,6,7,200.66,197.66,,,,,,,218,98.88313666,,University of Cincinnati,,,,,,,,
Derrick Alston,3721,20/08/1972,1995,1997,F,6,11,210.82,207.82,,,,,,,225,102.0582833,,Duquesne University,,,,,,,,
Derrick Chievous,3722,03/07/1967,1989,1991,F,6,7,200.66,197.66,,,,,,,195,88.45051215,,University of Missouri,,,,,,,,
Derrick Gervin,3723,28/03/1963,1990,1991,F,6,8,203.2,200.2,,,,,,,200,90.718474,,University of Texas at San Antonio,,,,,,,,
Derrick McKey,3724,10/10/1966,1988,2002,F-C,6,9,205.74,202.74,,,,,,,205,92.98643585,,University of Alabama,,,,,,,,
Derrick Phelps,3725,31/07/1972,1995,1995,G,6,4,193.04,190.04,,,,,,,181,82.10021897,,University of North Carolina,,,,,,,,
Derrick Rowland,3726,21/06/1959,1986,1986,G,6,5,195.58,192.58,,,,,,,195,88.45051215,,State University of New York at Potsdam,,,,,,,,
Detlef Schrempf,3727,21/01/1963,1986,2001,F-C,6,9,205.74,202.74,,,,,,,214,97.06876718,,University of Washington,,,,,,,,
Devin Durrant,3728,20/10/1960,1985,1986,F,6,7,200.66,197.66,,,,,,,200,90.718474,,Brigham Young University,,,,,,,,
Devin Gray,3729,31/05/1972,1997,2000,F,6,7,200.66,197.66,,,,,,,240,108.8621688,,Clemson University,,,,,,,,
Devon Dotson,3730,,,,PG,6,2,188,183,192,243,8.249999992,20.955,,24.13,178.6,81.01159728,0.059,,10.63,2.8,3.04,30,38.5,7,76.2,97.79
DeVon Hardin,3731,,,,C,6,11,211,206,221,278,,,,0,235,106.594207,0.058,,11.49,,3.33,29.5,32,20,74.93,81.28
Devonte' Graham,3732,,,,PG,6,1.75,187,184,199,244,8.499999991,21.59,,24.13,186.4,84.54961777,0.048,,11.28,3.15,3.21,31,37,14,78.74,93.98
DeWayne Scales,3733,28/12/1958,1981,1984,F,6,8,203.2,200.2,,,,,,,208,94.34721296,,Louisiana State University,,,,,,,,
Dewitt Menyard,3734,24/05/1944,1968,1968,C,6,10,208.28,205.28,,,,,,,210,95.2543977,,University of Utah,,,,,,,,
Dexter Boney,3735,27/04/1970,1997,1997,G,6,4,193.04,190.04,,,,,,,185,83.91458845,,"University of Nevada, Las Vegas",,,,,,,,
Dexter Cambridge,3736,29/01/1970,1993,1993,F,6,7,200.66,197.66,,,,,,,224,101.6046909,,University of Texas at Austin,,,,,,,,
Dexter Shouse,3737,24/03/1963,1990,1990,G,6,2,187.96,184.96,,,,,,,200,90.718474,,University of South Alabama,,,,,,,,
Dexter Westbrook,3738,1899-12-31,1968,1968,F,6,8,203.2,200.2,,,,,,,190,86.1825503,,Providence College,,,,,,,,
Dick Atha,3739,21/09/1931,1956,1958,G,6,2,187.96,184.96,,,,,,,190,86.1825503,,Indiana State University,,,,,,,,
Dick Barnett,3740,02/10/1936,1960,1974,G-F,6,4,193.04,190.04,,,,,,,190,86.1825503,,Tennessee State University,,,,,,,,
Dick Bunt,3741,13/07/1930,1953,1953,G,6,0,182.88,179.88,,,,,,,170,77.1107029,,New York University,,,,,,,,
Dick Cunningham,3742,11/07/1946,1969,1975,C,6,10,208.28,205.28,,,,,,,245,111.1301307,,Murray State University,,,,,,,,
Dick Dickey,3743,26/10/1926,1952,1952,G,6,1,185.42,182.42,,,,,,,175,79.37866475,,North Carolina State University,,,,,,,,
Dick Duckett,3744,25/03/1933,1958,1958,G,6,1,185.42,182.42,,,,,,,185,83.91458845,,St. John's University,,,,,,,,
Dick Farley,3745,13/04/1932,1955,1959,G-F,6,4,193.04,190.04,,,,,,,190,86.1825503,,Indiana University,,,,,,,,
Dick Fitzgerald,3746,18/11/1920,1947,1948,F,6,2,187.96,184.96,,,,,,,175,79.37866475,,Fordham University,,,,,,,,
Dick Garmaker,3747,29/10/1932,1956,1961,G-F,6,3,190.5,187.5,,,,,,,200,90.718474,,University of Minnesota,,,,,,,,
Dick Garrett,3748,31/01/1947,1970,1974,G,6,3,190.5,187.5,,,,,,,185,83.91458845,,Southern Illinois University,,,,,,,,
Dick Gibbs,3749,20/12/1948,1972,1976,F-G,6,5,195.58,192.58,,,,,,,210,95.2543977,,University of Texas at El Paso,,,,,,,,
Dick Groat,3750,04/11/1930,1953,1953,G,5,11,180.34,177.34,,,,,,,180,81.6466266,,Duke University,,,,,,,,
Dick Grubar,3751,26/07/1947,1970,1970,G,6,4,193.04,190.04,,,,,,,184,83.46099608,,University of North Carolina,,,,,,,,
Dick Hemric,3752,29/08/1933,1956,1957,F,6,6,198.12,195.12,,,,,,,220,99.7903214,,Wake Forest University,,,,,,,,
Dick Holub,3753,29/10/1921,1948,1948,C,6,6,198.12,195.12,,,,,,,205,92.98643585,,Long Island University,,,,,,,,
Dick Knostman,3754,09/08/1931,1954,1954,C,6,6,198.12,195.12,,,,,,,215,97.52235955,,Kansas State University,,,,,,,,
Dick McGuire,3755,25/01/1926,1950,1960,G,6,0,182.88,179.88,,,,,,,180,81.6466266,,St. John's University,,,,,,,,
Dick Mehen,3756,20/05/1922,1950,1952,F-C,6,5,195.58,192.58,,,,,,,195,88.45051215,,University of Tennessee,,,,,,,,
Dick Miller,3757,26/04/1958,1981,1981,F,6,6,198.12,195.12,,,,,,,215,97.52235955,,University of Toledo,,,,,,,,
Dick Murphy,3758,10/03/1921,1947,1947,G,6,1,185.42,182.42,,,,,,,175,79.37866475,,Manhattan College,,,,,,,,
Dick Nemelka,3759,01/10/1943,1971,1971,G,6,0,182.88,179.88,,,,,,,175,79.37866475,,Brigham Young University,,,,,,,,
Dick O'Keefe,3760,29/09/1923,1948,1951,G-F,6,2,187.96,184.96,,,,,,,185,83.91458845,,Santa Clara University,,,,,,,,
Dick Ricketts,3761,04/12/1933,1956,1958,F-C,6,7,200.66,197.66,,,,,,,215,97.52235955,,Duquesne University,,,,,,,,
Dick Rosenthal,3762,20/01/1930,1955,1957,F-G,6,5,195.58,192.58,,,,,,,205,92.98643585,,University of Notre Dame,,,,,,,,
Dick Schnittker,3763,27/05/1928,1951,1958,F,6,5,195.58,192.58,,,,,,,200,90.718474,,Ohio State University,,,,,,,,
Dick Schulz,3764,03/01/1917,1947,1950,F-G,6,2,187.96,184.96,,,,,,,192,87.08973504,,University of Wisconsin,,,,,,,,
Dick Shrider,3765,07/02/1923,1949,1949,G,6,2,187.96,184.96,,,,,,,190,86.1825503,,Ohio University,,,,,,,,
Dick Snyder,3766,01/02/1944,1967,1979,G-F,6,5,195.58,192.58,,,,,,,207,93.89362059,,Davidson College,,,,,,,,
Dick Surhoff,3767,16/11/1929,1953,1954,F,6,4,193.04,190.04,,,,,,,210,95.2543977,,Long Island University,,,,,,,,
Dick Triptow,3768,03/11/1922,1949,1950,G-F,6,0,182.88,179.88,,,,,,,170,77.1107029,,DePaul University,,,,,,,,
Dick Van Arsdale,3769,22/02/1943,1966,1977,G-F,6,5,195.58,192.58,,,,,,,210,95.2543977,,Indiana University,,,,,,,,
Dick Wehr,3770,09/12/1925,1949,1949,F,6,4,193.04,190.04,,,,,,,180,81.6466266,,Rice University,,,,,,,,
Dickey Simpkins,3771,06/04/1972,1995,2002,F,6,9,205.74,202.74,,,,,,,248,112.4909078,,Providence College,,,,,,,,
Dike Eddleman,3772,27/12/1922,1950,1953,F-G,6,3,190.5,187.5,,,,,,,189,85.72895793,,University of Illinois at Urbana-Champaign,,,,,,,,
Dillard Crocker,3773,19/01/1925,1949,1953,F-G,6,4,193.04,190.04,,,,,,,205,92.98643585,,Western Michigan University,,,,,,,,
Dino Martin,3774,25/05/1920,1947,1948,G,5,8,172.72,169.72,,,,,,,160,72.5747792,,Georgetown University,,,,,,,,
Dino Radja,3775,24/04/1967,1994,1997,F-C,6,11,210.82,207.82,,,,,,,225,102.0582833,,,,,,,,,,
Dirk Minniefield,3776,17/01/1961,1986,1988,G,6,3,190.5,187.5,,,,,,,180,81.6466266,,University of Kentucky,,,,,,,,
Doc Rivers,3777,13/10/1961,1984,1996,G,6,4,193.04,190.04,,,,,,,185,83.91458845,,Marquette University,,,,,,,,
Dolph Schayes,3778,19/05/1928,1950,1964,F-C,6,8,203.2,200.2,,,,,,,220,99.7903214,,New York University,,,,,,,,
Dominic James,3779,,,,PG,5,11.75,182,178,188,237,,,,0,175,79.37866475,0.048,,10.94,,3.11,33.5,38.5,14,85.09,97.79
Dominic Pressley,3780,30/05/1964,1989,1989,G,6,2,187.96,184.96,,,,,,,170,77.1107029,,Boston College,,,,,,,,
Dominique Wilkins,3781,12/01/1960,1983,1999,F-G,6,7,200.66,197.66,,,,,,,200,90.718474,,University of Georgia,,,,,,,,
Don Ackerman,3782,04/09/1930,1954,1954,G,6,0,182.88,179.88,,,,,,,183,83.00740371,,Long Island University,,,,,,,,
Don Adams,3783,27/11/1947,1971,1977,F,6,6,198.12,195.12,,,,,,,210,95.2543977,,Northwestern University,,,,,,,,
Don Anielak,3784,01/11/1930,1955,1955,F,6,7,200.66,197.66,,,,,,,190,86.1825503,,Missouri State University,,,,,,,,
Don Asmonga,3785,15/02/1928,1954,1954,G,6,2,187.96,184.96,,,,,,,185,83.91458845,,Alliance College,,,,,,,,
Don Barksdale,3786,31/03/1923,1952,1955,F-C,6,6,198.12,195.12,,,,,,,200,90.718474,,"University of California, Los Angeles",,,,,,,,
Don Bielke,3787,1899-12-31,1956,1956,C,6,7,200.66,197.66,,,,,,,240,108.8621688,,Valparaiso University,,,,,,,,
Don Boven,3788,06/03/1925,1950,1953,F-G,6,4,193.04,190.04,,,,,,,210,95.2543977,,Western Michigan University,,,,,,,,
Don Buse,3789,10/08/1950,1973,1985,G,6,4,193.04,190.04,,,,,,,190,86.1825503,,University of Evansville,,,,,,,,
Don Carlos,3790,03/03/1944,1969,1969,G-F,6,5,195.58,192.58,,,,,,,210,95.2543977,,Otterbein College,,,,,,,,
Don Carlson,3791,22/03/1919,1947,1951,G-F,6,0,182.88,179.88,,,,,,,170,77.1107029,,University of Minnesota,,,,,,,,
Don Chaney,3792,22/03/1946,1969,1980,G,6,5,195.58,192.58,,,,,,,210,95.2543977,,University of Houston,,,,,,,,
Don Collins,3793,28/11/1958,1981,1987,F-G,6,6,198.12,195.12,,,,,,,190,86.1825503,,Washington State University,,,,,,,,
Don Dee,3794,09/08/1943,1969,1969,F,6,8,203.2,200.2,,,,,,,210,95.2543977,,Saint Mary of the Plains College,,,,,,,,
Don Eliason,3795,24/07/1918,1947,1947,F,6,2,187.96,184.96,,,,,,,210,95.2543977,,Hamline University,,,,,,,,
Don Ford,3796,31/12/1952,1976,1982,F,6,9,205.74,202.74,,,,,,,215,97.52235955,,"University of California, Santa Barbara",,,,,,,,
Don Grate,3797,27/08/1923,1950,1950,F-G,6,2,187.96,184.96,,,,,,,185,83.91458845,,Ohio State University,,,,,,,,
Don Hanrahan,3798,06/02/1929,1953,1953,F,6,7,200.66,197.66,,,,,,,200,90.718474,,Loyola University of Chicago,,,,,,,,
Don Henriksen,3799,10/10/1929,1953,1955,F-C,6,7,200.66,197.66,,,,,,,225,102.0582833,,University of California,,,,,,,,
Don Kojis,3800,15/01/1939,1964,1975,F,6,5,195.58,192.58,,,,,,,215,97.52235955,,Marquette University,,,,,,,,
Don Lofgran,3801,08/11/1929,1951,1954,F-C,6,5,195.58,192.58,,,,,,,200,90.718474,,University of San Francisco,,,,,,,,
Don MacLean,3802,16/01/1970,1993,2001,F,6,10,208.28,205.28,,,,,,,235,106.594207,,"University of California, Los Angeles",,,,,,,,
Don Martin,3803,07/02/1920,1947,1949,C-F,6,7,200.66,197.66,,,,,,,210,95.2543977,,Central Missouri State University,,,,,,,,
Don May,3804,03/01/1946,1969,1975,F,6,4,193.04,190.04,,,,,,,200,90.718474,,University of Dayton,,,,,,,,
Don Nelson,3805,15/05/1940,1963,1976,F,6,6,198.12,195.12,,,,,,,210,95.2543977,,University of Iowa,,,,,,,,
Don Ohl,3806,18/04/1936,1961,1970,G,6,3,190.5,187.5,,,,,,,190,86.1825503,,University of Illinois at Urbana-Champaign,,,,,,,,
Don Otten,3807,18/04/1921,1950,1953,C,6,10,208.28,205.28,,,,,,,240,108.8621688,,Bowling Green State University,,,,,,,,
Don Putman,3808,13/11/1922,1947,1950,G,6,1,185.42,182.42,,,,,,,170,77.1107029,,University of Denver,,,,,,,,
Don Ray,3809,08/07/1921,1950,1950,F-C,6,5,195.58,192.58,,,,,,,190,86.1825503,,Western Kentucky University,,,,,,,,
Don Rehfeldt,3810,07/01/1927,1951,1952,F,6,7,200.66,197.66,,,,,,,210,95.2543977,,University of Wisconsin,,,,,,,,
Don Reid,3811,30/12/1973,1996,2003,F,6,8,203.2,200.2,,,,,,,250,113.3980925,,Georgetown University,,,,,,,,
Don Savage,3812,09/04/1928,1952,1957,F-G,6,3,190.5,187.5,,,,,,,205,92.98643585,,LeMoyne College,,,,,,,,
Don Smith,3813,27/07/1920,1975,1975,G,6,0,182.88,179.88,,,,,,,160,72.5747792,,University of Dayton,,,,,,,,
Don Smith Sr.,3814,27/07/1920,1949,1949,G-F,6,2,187.96,184.96,,,,,,,190,86.1825503,,University of Minnesota,,,,,,,,
Don Sunderlage,3815,20/12/1929,1954,1955,G,6,1,185.42,182.42,,,,,,,180,81.6466266,,University of Illinois at Urbana-Champaign,,,,,,,,
Donald Hodge,3816,25/02/1969,1992,1996,C,7,0,213.36,210.36,,,,,,,230,104.3262451,,Temple University,,,,,,,,
Donald Little,3817,,,,C,6,10.25,209,206,221,246,,,,0,229,103.8726527,0.073,,11.18,,3.2,33,37,18,83.82,93.98
Donald Royal,3818,22/05/1966,1990,1998,F,6,8,203.2,200.2,,,,,,,210,95.2543977,,University of Notre Dame,,,,,,,,
Donald Sidle,3819,21/06/1946,1969,1972,F-C,6,8,203.2,200.2,,,,,,,215,97.52235955,,University of Oklahoma,,,,,,,,
Donald Washington,3820,22/04/1952,1975,1976,F,6,8,203.2,200.2,,,,,,,210,95.2543977,,University of North Carolina,,,,,,,,
Donald Whiteside,3821,25/04/1969,1997,1998,G,5,10,177.8,174.8,,,,,,,160,72.5747792,,Northern Illinois University,,,,,,,,
Donnie Boyce,3822,02/09/1973,1996,1997,G,6,5,195.58,192.58,,,,,,,196,88.90410452,,University of Colorado,,,,,,,,
Donnie Butcher,3823,08/02/1936,1962,1966,G,6,2,187.96,184.96,,,,,,,200,90.718474,,Pikeville College,,,,,,,,
Donnie Forman,3824,17/01/1926,1949,1949,G,5,10,177.8,174.8,,,,,,,175,79.37866475,,New York University,,,,,,,,
Donnie Freeman,3825,18/07/1944,1968,1976,G,6,3,190.5,187.5,,,,,,,185,83.91458845,,University of Illinois at Urbana-Champaign,,,,,,,,
Donny Marshall,3826,17/07/1972,1996,2003,F,6,7,200.66,197.66,,,,,,,230,104.3262451,,University of Connecticut,,,,,,,,
Dontae' Jones,3827,02/06/1975,1998,1998,F,6,8,203.2,200.2,,,,,,,220,99.7903214,,Mississippi State University,,,,,,,,
Dontonio Wingfield,3828,23/06/1974,1995,1998,F,6,8,203.2,200.2,,,,,,,256,116.1196467,,University of Cincinnati,,,,,,,,
D'Or Fischer,3829,,,,C,6,10.75,210,206,229,281,,,,0,242.4,109.9507905,,,12.53,,3.5,28,30.5,2,71.12,77.47
Dorie Murrey,3830,07/09/1943,1967,1972,F-C,6,8,203.2,200.2,,,,,,,215,97.52235955,,University of Detroit Mercy,,,,,,,,
Doug Bolstorff,3831,29/10/1931,1958,1958,G,6,4,193.04,190.04,,,,,,,195,88.45051215,,University of Minnesota,,,,,,,,
Doug Collins,3832,28/07/1951,1974,1981,G-F,6,6,198.12,195.12,,,,,,,180,81.6466266,,Illinois State University,,,,,,,,
Doug Edwards,3833,21/01/1971,1994,1996,F,6,7,200.66,197.66,,,,,,,220,99.7903214,,Florida State University,,,,,,,,
Doug Holcomb,3834,09/02/1925,1949,1949,F,6,4,193.04,190.04,,,,,,,200,90.718474,,University of Wisconsin,,,,,,,,
Doug Kistler,3835,21/03/1938,1962,1962,F,6,9,205.74,202.74,,,,,,,210,95.2543977,,Duke University,,,,,,,,
Doug Lee,3836,24/10/1964,1992,1995,G-F,6,5,195.58,192.58,,,,,,,200,90.718474,,Purdue University,,,,,,,,
Doug Moe,3837,21/09/1938,1968,1972,F-G,6,5,195.58,192.58,,,,,,,215,97.52235955,,University of North Carolina,,,,,,,,
Doug Roth,3838,24/08/1967,1990,1990,C,6,11,210.82,207.82,,,,,,,255,115.6660544,,University of Tennessee,,,,,,,,
Doug Sims,3839,29/06/1943,1969,1969,F,6,7,200.66,197.66,,,,,,,195,88.45051215,,Kent State University,,,,,,,,
Doug Smith,3840,17/09/1969,1992,1996,F,6,10,208.28,205.28,,,,,,,220,99.7903214,,University of Missouri,,,,,,,,
Doug West,3841,27/05/1967,1990,2001,G-F,6,6,198.12,195.12,,,,,,,200,90.718474,,Villanova University,,,,,,,,
Doug Wrenn,3842,,,,F,6,6.75,200,197,233,255,,,,0,220,99.7903214,0.073,,11.38,,3.17,34.5,41,15,87.63,104.14
Doyle Parrack,3843,06/12/1921,1947,1947,F-G,6,0,182.88,179.88,,,,,,,165,74.84274105,,Oklahoma State University,,,,,,,,
Dragan Tarlac,3844,09/05/1973,2001,2001,C,6,10,208.28,205.28,,,,,,,260,117.9340162,,,,,,,,,,
Drago Pasalic,3845,,,,PF,6,11,211,206,212,274,,,,0,231,104.7798375,0.129,,12.97,,3.56,25.5,30,8,64.77,
Drazen Petrovic,3846,22/10/1964,1990,1993,G,6,5,195.58,192.58,,,,,,,195,88.45051215,,,,,,,,,,
Drew Barry,3847,17/02/1973,1998,2000,G,6,5,195.58,192.58,,,,,,,191,86.63614267,,Georgia Institute of Technology,,,,,,,,
Duane Causwell,3848,31/05/1968,1991,2001,C,7,0,213.36,210.36,,,,,,,240,108.8621688,,Temple University,,,,,,,,
Duane Cooper,3849,25/06/1969,1993,1994,G,6,1,185.42,182.42,,,,,,,185,83.91458845,,University of Southern California,,,,,,,,
Duane Ferrell,3850,28/02/1965,1989,1999,F-G,6,7,200.66,197.66,,,,,,,209,94.80080533,,Georgia Institute of Technology,,,,,,,,
Duane Klueh,3851,06/01/1926,1950,1951,G,6,3,190.5,187.5,,,,,,,175,79.37866475,,Indiana State University,,,,,,,,
Duane Washington,3852,31/08/1964,1988,1993,G,6,4,193.04,190.04,,,,,,,195,88.45051215,,Middle Tennessee State University,,,,,,,,
Duck Williams,3853,02/08/1956,1980,1980,G,6,2,187.96,184.96,,,,,,,180,81.6466266,,University of Notre Dame,,,,,,,,
Dudley Bradley,3854,19/03/1957,1980,1989,G-F,6,6,198.12,195.12,,,,,,,195,88.45051215,,University of North Carolina,,,,,,,,
Dustin Salisbery,3855,,,,SG,6,4.75,195,191,203,255,,,,0,208,94.34721296,0.066,,11.07,,3.12,34,38,11,86.36,96.52
Dwaine Dillard,3856,09/03/1949,1976,1976,F,6,6,198.12,195.12,,,,,,,230,104.3262451,,Eastern Michigan University,,,,,,,,
Dwayne McClain,3857,07/02/1963,1986,1986,G,6,6,198.12,195.12,,,,,,,185,83.91458845,,Villanova University,,,,,,,,
Dwayne Mitchell,3858,,,,G,6,3.75,192,188,199,250,,,,0,208,94.34721296,0.045,,11.45,,3.16,37.5,41.5,17,95.25,105.41
Dwayne Morton,3859,08/08/1971,1995,1995,F,6,7,200.66,197.66,,,,,,,195,88.45051215,,University of Louisville,,,,,,,,
Dwayne Polee,3860,02/03/1963,1987,1987,G,6,5,195.58,192.58,,,,,,,180,81.6466266,,Pepperdine University,,,,,,,,
Dwayne Schintzius,3861,14/10/1968,1991,1999,C,7,1,215.9,212.9,,,,,,,260,117.9340162,,University of Florida,,,,,,,,
Dwayne Whitfield,3862,21/08/1972,1996,1996,F,6,9,205.74,202.74,,,,,,,240,108.8621688,,Jackson State University,,,,,,,,
Dwight Anderson,3863,28/12/1960,1983,1983,G,6,3,190.5,187.5,,,,,,,185,83.91458845,,University of Southern California,,,,,,,,
Dwight Davis,3864,28/10/1949,1973,1977,F,6,8,203.2,200.2,,,,,,,220,99.7903214,,University of Houston,,,,,,,,
Dwight Jones,3865,27/02/1952,1974,1983,F-C,6,10,208.28,205.28,,,,,,,210,95.2543977,,University of Houston,,,,,,,,
Dwight Waller,3866,05/10/1945,1969,1972,F,6,6,198.12,195.12,,,,,,,220,99.7903214,,Tennessee State University,,,,,,,,
Dylan Page,3867,,,,SF,6,8.5,205,202,201,267,,,,0,239,108.4085764,0.123,,10.99,,3.4,26,30,17,66.04,
Dyron Nix,3868,11/02/1967,1990,1990,F,6,7,200.66,197.66,,,,,,,210,95.2543977,,University of Tennessee,,,,,,,,
